ROW_ID;ID;TITLE;ALT TITLE;RLS DATE;DURATION (MIN);DIRECTORS;ACTORS;CATEGORIES;ORIGIN;NB_SEASONS;NB_EPISODES;DESCRIPTION;IMAGE;KEYWORDS
529;6466;Les Grandes Grandes Vacances;ND;En cours;26 min;Delphine Maury,  Paul Leluc;;;France;1;10;"Les Grandes Grandes Vacances est une série animée, qui raconte la Seconde Guerre mondiale et l'occupation vus par des enfants.

Ernest et Colette, deux petits Parisiens, passent un week-end en Normandie chez leurs grands-parents. La France entre en guerre et la décision est prise de les tenir éloignés de Paris, le temps de « voir venir ».

Graphisme : Emile Bravo";https://str01-m.dpstream.media/s/6466/les-grandes-grandes-vacances-1474541639.jpg;Série Les Grandes Grandes Vacances streaming,Les Grandes Grandes Vacances dpstream, Série Les Grandes Grandes Vacances HD, Les Grandes Grandes Vacances streaming VF
530;6465;Criminels 2.0;ND;En cours;55 min;;Philippe Bas;;États-Unis;1;6;"Dans CRIMINELS 2.0, Philippe Bas endosse pour la première fois le rôle danimateur et retrace les destins hors du commun dhommes et de femmes dont la réalité a dépassé la fiction. Des personnages aux talents exceptionnels mais aux égos surdimensionnés, qui ont tous, un jour, basculé dans lillégalité.
Des criminels 2.0.....

- 1. Jordan Belfort, le Loup de Wall Street, jeune trader ambitieux ayant escroqué des milliers de personnes pour bâtir son empire.
 
- 2. Kim Dotcom, le Méga Pirate, accusé davoir volé plus de 500 millions de dollars aux producteurs de films et de musiques américains.
 
- 3. Rudy Kurniawan, lEscroc aux grands crus, qui a berné pendant près de 10 ans le marché du vin à travers le monde.
 
- 4. Margaret McDonald, la Businesswoman du sexe, dirigeant une véritable multinationale de la prostitution de luxe.
 
- 5. Arjan Roskam, le Roi du cannabis, à lorigine vendeur dun petit coffee shop dAmsterdam, aujourdhui à la tête dun empire financier.
 
- 6. Wolfgang Beltracchi, le Faussaire de lArt, un authentique criminel des pinceaux.";https://str01-m.dpstream.media/s/6465/criminels-2.0-1473073449.jpg;Série Criminels 2.0 streaming,Criminels 2.0 dpstream, Série Criminels 2.0 HD, Criminels 2.0 streaming VF
531;6464;Échec et mat;ND;Terminée;50 min;Eric Ambler;;;États-Unis;2;70;La série la chronique des aventures d'une agence de détectives privés situé dans San Francisco;https://str01-m.dpstream.media/s/6464/Échec-et-mat-1474534076.jpg;Série Échec et mat streaming,Échec et mat dpstream, Série Échec et mat HD, Échec et mat streaming VF
532;6463;Hong Kong;ND;Terminée;60 min;Robert Buckner;Rod Taylor;;États-Unis;1;27;Cette série met en scène les enquêtes journalistiques de Glenn Evans, correspondant américain à Hong Kong.;https://str01-m.dpstream.media/s/6463/hong-kong-1474539426.jpg;Série Hong Kong streaming,Hong Kong dpstream, Série Hong Kong HD, Hong Kong streaming VF
533;6462;Mes trois fils;ND;Terminée;25 min;Tim Considine;Fred MacMurray;;États-Unis;12;380;Veuf Steve Douglas soulève trois fils avec l'aide de son beau-père, et est plus tard aidé par le grand-oncle des garçons. Un fils adoptif, une belle-fille, épouses, et une autre génération de fils se joignent à la famille aimante dans les saisons plus tard.;https://str01-m.dpstream.media/s/6462/1962_my_three_sons-1473341320.jpg;Série Mes trois fils streaming,Mes trois fils dpstream, Série Mes trois fils HD, Mes trois fils streaming VF
534;6461;LoliRock;ND;En cours;26 min;David Michel,  Jean-Louis Vandestoc;Vincent Tong;;France, États-Unis;2;52;Iris est une jeune fille normale vivant à Sunny Bay cependant lorsqu'elle chante des événements bizarres se produisent. Pendant ce temps, Talia et Auriana recherchent la princesse disparue d'Ephedia et décident de faire passer une audition à toutes les filles de la ville. Poussée par son meilleur ami, Iris se retrouve à passer l'audition mais son pouvoir détruit la salle et elle se fait attaquer par deux étranges personnes. Talia et Auriana viennent l'aider et lui expliquent qu'elle est une princesse aux pouvoirs magiques qui doit sauver son royaume des griffes de Gramor. Le seul moyen de le sauver est de perfectionner ses pouvoirs et de trouver les saphirs de la couronne royale d'Ephedia éparpillés sur Terre.;https://str01-m.dpstream.media/s/6461/6461-1475132272.jpg;Série LoliRock streaming,LoliRock dpstream, Série LoliRock HD, LoliRock streaming VF
535;6460;Brokenwood;ND;En cours;90 min;Chris Bailey;Neill Rea, Fern Sutherland, Pana Hema;;Nouvelle-Zélande;1;4;"Chaque épisode est une histoire criminelle indépendante qui se déroule dans une petite ville silencieuse où le détective sergent Mike Sheperd pense que le crime peut même se cacher dans la plus paisible des contrées.

-- Titre original : The Brokenwood Mysteries --";https://str01-m.dpstream.media/s/6460/brokenwood-1474541594.jpg;Série Brokenwood streaming,Brokenwood dpstream, Série Brokenwood HD, Brokenwood streaming VF
536;6459;Les Secrets du volcan;ND;Terminée;96 min;Michaëla Watteaux;Véronique Jannot, Corinne Touzet, Maria Pacôme;;France;1;4;Parce qu'il y a plus d'un siècle les ancêtres de Cristina Mahé étaient les esclaves des aïeux d'Hortense Bertin, parce que, dans les années 60, il y eut un accident tragique d'où ne revinrent jamais un frère, Alberto Mahé et un mari, Octave Bertin, l'animosité a toujours régné entre ces deux plus anciennes familles de l'île de La Réunion. Aujourd'hui encore, il semble que le destin s'acharne à les dresser l'une contre l'autre. Sur fond de croyances étranges, de meurtres bizarres, d'un passé qui resurgit toujours, l'affrontement des deux familles sera terrible.;https://str01-m.dpstream.media/s/6459/les-secrets-du-volcan-1474541533.jpg;Série Les Secrets du volcan streaming,Les Secrets du volcan dpstream, Série Les Secrets du volcan HD, Les Secrets du volcan streaming VF
537;6458;Crimes et Botanique;ND;En cours;52 min;Bruno Garcia,  Lorenzo Gabriele;Annie Grégorio, Yvon Back, Carole Richert;;France;1;4;"Laure et Marjolaine sont spécialisées dans la création et lentretien des espaces verts et des jardins. On fait souvent appel à elles, que ce soit pour redessiner un parc, concevoir les plans dun domaine paysager, aménager un environnement floral ou encore diagnostiquer une maladie qui décime les plates-bandes. Avec un portefeuille de clientèle qui va du bourgeois fortuné au village en mal de relookage, en passant par les écoles privées, les collectivités locales, les hôtels et les associations sportives, elles
voyagent et elles ont leurs entrées partout. Dotées dun sens de lobservation à toute épreuve et dune curiosité maladive, elles ne se contentent pas de jardiner : elles observent. Et immanquablement, il se passe quelque chose. Un suicide douteux, une mort suspecte, une disparition inexpliquée";https://str01-m.dpstream.media/s/6458/crimes-et-botanique-1474541494.jpg;Série Crimes et Botanique streaming,Crimes et Botanique dpstream, Série Crimes et Botanique HD, Crimes et Botanique streaming VF
538;6457;Incroyables Championnats;ND;Terminée;99 min;W9;Faustine Bollaert;;France;1;2;"Collection de documentaires.
L'animatrice part à la découverte des championnats les plus prestigieux et les plus fous de France, toutes disciplines confondues.";https://str01-m.dpstream.media/s/6457/incroyables-championnats-1474541432.jpg;Série Incroyables Championnats streaming,Incroyables Championnats dpstream, Série Incroyables Championnats HD, Incroyables Championnats streaming VF
539;6456;El Capitan;ND;Terminée;75 min;José Manuel Lorenzo;Aitor Luna, Natasha Yarovenko, Marcos Ruiz;;Allemagne, Espagne;1;18;"Madrid, 1623. Les guerres incessantes menées par la dynastie des Habsbourg ont appauvri le pays. Fine lame, Diego Alatriste, surnommé «El capitan», gagne sa vie en protégeant des aristocrates ou en jouant les tueurs à gage. Lors dun guet-apens visant deux Anglais, il sauve finalement la vie des deux hommes qui ne sont autres que le prince de Galles et le duc de Buckingham. Ceux-ci viennent pactiser avec lEspagne en uvrant pour le mariage entre linfante MarieAnne et le prince, considéré comme «hérétique» par une Église décidée à empêcher cette alliance. Pour les avoir épargnés, Diego sattire les foudres de monseigneur Emilio Bocanegra, le commanditaire de lembuscade. Comme si cela ne suffisait pas, il croise lune de ses anciennes maîtresses, lactrice María de Castro, alors quil vit avec la belle Caridad. Il tente aussi de décourager un jeune orphelin qui la choisi pour maître, Íñigo Balboa, fils dun de ses anciens compagnons darmes

-- TTitre original 	Las Aventuras del Capitán Alatriste --";https://str01-m.dpstream.media/s/6456/las-aventuras-del-capitán-alatriste-1474541378.jpg;Série El Capitan streaming,El Capitan dpstream, Série El Capitan HD, El Capitan streaming VF
540;6455;Wishlist : la liste de vos envies;ND;En cours;33 min;TF1;Christophe Dechavanne;;France;2;34;"Nouveau jeu dont le principe nous vient tout droit du Royaume-Uni : il propose à des duos de candidats de remporter les cadeaux qu'ils ont toujours désiré. Mais attention, dans la limite du raisonnable : « (...)  on ne va pas leur faire gagner un Boeing 747 ou une villa à Marbella. Ce sera plutôt la bague, le voyage ou le week-end qui les font rêver... » a précisé Christophe Dechavanne, qu'on retrouve à l'animation du programme de l'été durant les 4 prochaines semaines.
Pour décrocher le graal, un candidat de chaque binôme posera des questions de culture générale à son coéquipier, l'objectif commun étant de rester dans 'la zone verte'. Rapidité et savoir sont de rigueur. Le cas échéant, le candidat tombera dans 'la zone rouge' et pourra dire au revoir aux cadeaux rêvés.

-- Adaptation de  Win your Wishlist (UK) --";https://str01-m.dpstream.media/s/6455/wishlist-la-liste-de-vos-envies-1474533496.jpeg;Série Wishlist : la liste de vos envies streaming,Wishlist : la liste de vos envies dpstream, Série Wishlist : la liste de vos envies HD, Wishlist : la liste de vos envies streaming VF
541;6454;La Main dans l'ombre;ND;Terminée;50 min;;David Hedison;;États-Unis;1;16;"Fingers est un agent double travaillant pour les Etats-Unis. Sa couverture ? agent de talent.

Titre original : Five Fingers";https://str01-m.dpstream.media/s/6454/five-fingers-1474538784.jpg;Série La Main dans l'ombre streaming,La Main dans l'ombre dpstream, Série La Main dans l'ombre HD, La Main dans l'ombre streaming VF
542;6453;Chasseurs d'appart;ND;En cours;45 min;M6;Stéphane Plaza;;France;1;15;"3 agents immobiliers vont se transformer en chasseurs d'appart' pour trouver des biens à des clients dans des secteurs qu'ils ne connaissent pas forcément. Tous les jours dans cette compétition les 3 chasseurs d'appart' auront un client à qui ils devront présenter un bien et un seul bien. Ils auront chacun 2 semaines pour faire leurs recherches.

À la fin de chaque journée, le client désignera des 3 biens visités celui qu'il a préféré et permettra à l'agent immobilier de remporter 1 point.
Et mieux, si le client a un vrai coup de coup de cur et qu'il conclut une offre sur le bien, alors ce n'est pas 1 mais 3 points que l'agent immobilier marquera.
Chaque vendredi les 2 chasseurs d'appart' ayant marqué le plus de points pendant la semaine s'affronteront pour la finale et le vainqueur pourra remporter 3 000 .";https://str01-m.dpstream.media/s/6453/chasseurs-d'appart-1474197733.jpg;Série Chasseurs d'appart streaming,Chasseurs d'appart dpstream, Série Chasseurs d'appart HD, Chasseurs d'appart streaming VF
543;6452;Tellement Gay ! Homosexualité et pop culture;ND;Terminée;50 min;Maxime Donzel;;;France;1;2;"Cette mini-série docu revient sur les prémices de la représentation homosexuelle dans lart et dans les médias.
Comment le sujet de lhomosexualité sest-il fait une place dans la pop culture ?
Des sous-entendus appuyés dans Ben-Hur au coming out de Ricky Martin
Histoire joyeuse des gays et des lesbiennes dans la culture pour tous ! 

01 x 01 - Inside
01 x 02 - Out";https://str01-m.dpstream.media/s/6452/tellement-gay-!-homosexualité-et-pop-culture-1476006512.jpg;Série Tellement Gay ! Homosexualité et pop culture streaming,Tellement Gay ! Homosexualité et pop culture dpstream, Série Tellement Gay ! Homosexualité et pop culture HD, Tellement Gay ! Homosexualité et pop culture streaming VF
544;6451;Catastrophe;ND;En cours;30 min;Sharon Horgan,  Rob Delaney;Ashley Jensen, Sharon Horgan, Rob Delaney;;Royaume-Uni;2;12;Une irlandaise et un américain se rencontrent à Londres et tombent amoureux. Leur histoire d'amour est scellée par une grossesse qui va changer leur quotidien...;https://str01-m.dpstream.media/s/6451/mv5bmjgxmzi4otyxml5bml5banbnxkftztgwnziyntczode@._v1_-1473162945.jpg;Série Catastrophe streaming,Catastrophe dpstream, Série Catastrophe HD, Catastrophe streaming VF
545;6450;Captain Club (Caps Club);Caps Club;En cours;25 min;Servaas Snoeijers;Daan de Groot, Timo Verbeek, Vincent Moes, Hugo Haenen, Wil van der Meer;;Pays-Bas;3;24;Sam et Tom piétinent dans leur enquête et la police n'a guère plus de pistes. Mais le mystérieux Roi de Pique ne s'en tient pas là. Sept objets d'art d'une grande valeur disparaissent du musée. Le mode opératoire est le même, tout comme les indices laissés sur le lieu du délit. Pour tenter de progresser dans leur enquête, Tom et Sam décident de faire appel à Siggy, sorte de petit génie de l'invention...;https://str01-m.dpstream.media/s/6450/captain-club-(caps-club)-1474541315.jpg;Série Captain Club (Caps Club) streaming,Captain Club (Caps Club) dpstream, Série Captain Club (Caps Club) HD, Captain Club (Caps Club) streaming VF
546;6449;Zoo (2015);ND;En cours;42 min;Andre Nemec,  Jeff Pinkner,  Josh Appelbaum,  Scott Rosenberg;Nonso Anozie, James Wolk, Nora Arnezeder;;États-Unis;2;26;A travers le globe, on observe des attaques soudaines d'animaux contre les Humains. Peu à peu, ces attaques se révèlent plus organisées et violentes. Voulant percer le mystère de ce phénomène, un jeune biologiste se lance dans une course contre la montre... pour sauver l'Humanité.;https://str01-m.dpstream.media/s/6449/zoo-1467264837.jpg;Série Zoo (2015) streaming,Zoo (2015) dpstream, Série Zoo (2015) HD, Zoo (2015) streaming VF
547;6448;Scream;ND;En cours;42 min;Dan Dworkin,  Jay Beattie;Willa Fitzgerald, John Karna, Tom Maden;;États-Unis;2;20;A Lakewood, un tueur masqué déguisé en fantôme sème la terreur autour de lui, faisant remonter à la surface les secrets d'un passé trouble. Le coupable aurait-il un lien avec le mythique Brandon James, qui avait à l'époque laissé de nombreuses victimes sur son passage ? L'assassin était alors obsédé par la jeune et belle Daisy. La fille de celle-ci, Emma, a aujourd'hui l'âge de sa mère au moment des drames. Le cauchemar recommencerait-il ? Qui sera la prochaine cible du détraqué ?;https://str01-m.dpstream.media/s/6448/scream-1464686168.jpg;Série Scream streaming,Scream dpstream, Série Scream HD, Scream streaming VF
